 Tenure in Months  Churn Value  Total Customer Svc Requests  Product/Service Issues Reported  Customer Satisfaction  Contract_Month-to-Month  Contract_One Year  Contract_Two Year  Churn Category_0  Churn Category_Attitude  Churn Category_Competitor  Churn Category_Dissatisfaction  Churn Category_Other  Churn Category_Price  Churn Reason_0  Churn Reason_Attitude of service provider  Churn Reason_Attitude of support person  Churn Reason_Competitor had better devices  Churn Reason_Competitor made better offer  Churn Reason_Competitor offered higher download speeds  Churn Reason_Competitor offered more data  Churn Reason_Deceased  Churn Reason_Don't know  Churn Reason_Extra data charges  Churn Reason_Lack of affordable download/upload speed  Churn Reason_Lack of self-service on Website  Churn Reason_Limited range of services  Churn Reason_Long distance charges  Churn Reason_Moved  Churn Reason_Network reliability  Churn Reason_Poor expertise of online support  Churn Reason_Poor expertise of phone support  Churn Reason_Price too high  Churn Reason_Product dissatisfaction  Churn Reason_Service dissatisfaction
               50            1                            1                                2                    0.0                     True              False              False             False                    False                      False                           False                 False                  True           False                                      False                                    False                                       False                                      False                                                   False                                      False                  False                    False                            False                                                  False                                         False                                   False                               False               False                             False                                          False                                         False                         True                                 False                                 False
                5            1                            3                                1                    0.0                     True              False              False             False                    False                      False                            True                 False                 False           False                                      False                                    False                                       False                                      False                                                   False                                      False                  False                    False                            False                                                  False                                         False                                   False                               False               False                             False                                          False                                         False                        False                                  True                                 False
                5            1                            0                                0                    0.0                     True              False              False             False                    False                      False                           False                  True                 False           False                                      False                                    False                                       False                                      False                                                   False                                      False                  False                    False                            False                                                  False                                         False                                   False                               False                True                             False                                          False                                         False                        False                                 False                                 False
                9            1                            2                                2                    1.0                     True              False              False             False                    False                       True                           False                 False                 False           False                                      False                                    False                                        True                                      False                                                   False                                      False                  False                    False                            False                                                  False                                         False                                   False                               False               False                             False                                          False                                         False                        False                                 False                                 False
                2            1                            4                                0                    0.0                     True              False              False             False                    False                       True                           False                 False                 False           False                                      False                                    False                                       False                                      False                                                   False                                       True                  False                    False                            False                                                  False                                         False                                   False                               False               False                             False                                          False                                         False                        False                                 False                                 False
               51            1                            1                                0                    0.0                     True              False              False             False                    False                       True                           False                 False                 False           False                                      False                                    False                                       False                                      False                                                   False                                       True                  False                    False                            False                                                  False                                         False                                   False                               False               False                             False                                          False                                         False                        False                                 False                                 False
               26            1                            3                                4                    0.0                     True              False              False             False                    False                      False                            True                 False                 False           False                                      False                                    False                                       False                                      False                                                   False                                      False                  False                    False                            False                                                  False                                         False                                   False                               False               False                             False                                          False                                         False                        False                                  True                                 False
               18            1                            1                                3                    0.0                     True              False              False             False                    False                      False                            True                 False                 False           False                                      False                                    False                                       False                                      False                                                   False                                      False                  False                    False                            False                                                  False                                         False                                   False                               False               False                             False                                          False                                         False                        False                                 False                                  True
                1            1                            5                                0                    0.0                     True              False              False             False                    False                      False                            True                 False                 False           False                                      False                                    False                                       False                                      False                                                   False                                      False                  False                    False                            False                                                  False                                         False                                    True                               False               False                             False                                          False                                         False                        False                                 False                                 False
                2            1                            4                                1                    1.0                     True              False              False             False                    False                       True                           False                 False                 False           False                                      False                                    False                                        True                                      False                                                   False                                      False                  False                    False                            False                                                  False                                         False                                   False                               False               False                             False                                          False                                         False                        False                                 False                                 False
               29            1                            6                                0                    0.0                     True              False              False             False                    False                      False                           False                 False                  True           False                                      False                                    False                                       False                                      False                                                   False                                      False                  False                    False                             True                                                  False                                         False                                   False                               False               False                             False                                          False                                         False                        False                                 False                                 False
                1            1                            1                                1                    0.0                     True              False              False             False                    False                      False                           False                 False                  True           False                                      False                                    False                                       False                                      False                                                   False                                      False                  False                    False                            False                                                  False                                         False                                   False                               False               False                             False                                          False                                         False                         True                                 False                                 False
               46            1                            4                                1                    0.0                     True              False              False             False                    False                       True                           False                 False                 False           False                                      False                                    False                                       False                                       True                                                   False                                      False                  False                    False                            False                                                  False                                         False                                   False                               False               False                             False                                          False                                         False                        False                                 False                                 False
                1            1                            2                                0                    3.0                     True              False              False             False                    False                       True                           False                 False                 False           False                                      False                                    False                                       False                                       True                                                   False                                      False                  False                    False                            False                                                  False                                         False                                   False                               False               False                             False                                          False                                         False                        False                                 False                                 False
               20            1                            4                                0                    0.0                     True              False              False             False                     True                      False                           False                 False                 False           False                                      False                                     True                                       False                                      False                                                   False                                      False                  False                    False                            False                                                  False                                         False                                   False                               False               False                             False                                          False                                         False                        False                                 False                                 False
               46            1                            2                                0                    0.0                     True              False              False             False                    False                       True                           False                 False                 False           False                                      False                                    False                                       False                                      False                                                   False                                       True                  False                    False                            False                                                  False                                         False                                   False                               False               False                             False                                          False                                         False                        False                                 False                                 False
                2            1                            3                                2                    1.0                     True              False              False             False                    False                      False                           False                 False                  True           False                                      False                                    False                                       False                                      False                                                   False                                      False                  False                    False                            False                                                   True                                         False                                   False                               False               False                             False                                          False                                         False                        False                                 False                                 False
                1            1                            1                                2                    1.0                     True              False              False             False                    False                      False                            True                 False                 False           False                                      False                                    False                                       False                                      False                                                   False                                      False                  False                    False                            False                                                  False                                         False                                   False                               False               False                             False                                          False                                         False                        False                                 False                                  True
               41            1                            0                                0                    0.0                     True              False              False             False                    False                       True                           False                 False                 False           False                                      False                                    False                                        True                                      False                                                   False                                      False                  False                    False                            False                                                  False                                         False                                   False                               False               False                             False                                          False                                         False                        False                                 False                                 False
               66            1                            5                                0                    0.0                    False              False               True             False                    False                       True                           False                 False                 False           False                                      False                                    False                                       False                                      False                                                    True                                      False                  False                    False                            False                                                  False                                         False                                   False                               False               False                             False                                          False                                         False                        False                                 False                                 False
               35            1                            0                                0                    0.0                     True              False              False             False                    False                       True                           False                 False                 False           False                                      False                                    False                                       False                                      False                                                   False                                       True                  False                    False                            False                                                  False                                         False                                   False                               False               False                             False                                          False                                         False                        False                                 False                                 False
               10            1                            3                                0                    2.0                     True              False              False             False                    False                       True                           False                 False                 False           False                                      False                                    False                                       False                                       True                                                   False                                      False                  False                    False                            False                                                  False                                         False                                   False                               False               False                             False                                          False                                         False                        False                                 False                                 False
               26            1                            7                                2                    3.0                     True              False              False             False                     True                      False                           False                 False                 False           False                                      False                                     True                                       False                                      False                                                   False                                      False                  False                    False                            False                                                  False                                         False                                   False                               False               False                             False                                          False                                         False                        False                                 False                                 False
               18            1                            3                                0                    0.0                     True              False              False             False                    False                       True                           False                 False                 False           False                                      False                                    False                                       False                                      False                                                   False                                       True                  False                    False                            False                                                  False                                         False                                   False                               False               False                             False                                          False                                         False                        False                                 False                                 False
                1            1                            0                                0                    0.0                     True              False              False             False                    False                       True                           False                 False                 False           False                                      False                                    False                                       False                                      False                                                   False                                       True                  False                    False                            False                                                  False                                         False                                   False                               False               False                             False                                          False                                         False                        False                                 False                                 False
                1            1                            6                                1                    0.0                     True              False              False             False                    False                      False                           False                 False                  True           False                                      False                                    False                                       False                                      False                                                   False                                      False                  False                    False                            False                                                  False                                         False                                   False                               False               False                             False                                          False                                         False                         True                                 False                                 False
               43            1                            4                                1                    1.0                     True              False              False             False                    False                      False                            True                 False                 False           False                                      False                                    False                                       False                                      False                                                   False                                      False                  False                    False                            False                                                  False                                         False                                   False                               False               False                             False                                          False                                         False                        False                                  True                                 False
               25            1                            6                                0                    0.0                    False               True              False             False                    False                       True                           False                 False                 False           False                                      False                                    False                                       False                                       True                                                   False                                      False                  False                    False                            False                                                  False                                         False                                   False                               False               False                             False                                          False                                         False                        False                                 False                                 False
               36            1                            3                                0                    0.0                     True              False              False             False                    False                      False                           False                 False                  True           False                                      False                                    False                                       False                                      False                                                   False                                      False                  False                    False                            False                                                   True                                         False                                   False                               False               False                             False                                          False                                         False                        False                                 False                                 False
                1            1                            1                                2                    2.0                     True              False              False             False                    False                      False                           False                 False                  True           False                                      False                                    False                                       False                                      False                                                   False                                      False                  False                    False                            False                                                  False                                         False                                   False                                True               False                             False                                          False                                         False                        False                                 False                                 False
               41            1                            0                                0                    0.0                    False               True              False             False                    False                      False                           False                  True                 False           False                                      False                                    False                                       False                                      False                                                   False                                      False                  False                     True                            False                                                  False                                         False                                   False                               False               False                             False                                          False                                         False                        False                                 False                                 False
                1            1                            2                                0                    0.0                     True              False              False             False                    False                      False                           False                  True                 False           False                                      False                                    False                                       False                                      False                                                   False                                      False                  False                    False                            False                                                  False                                         False                                   False                               False                True                             False                                          False                                         False                        False                                 False                                 False
                2            1                            0                                0                    0.0                     True              False              False             False                    False                       True                           False                 False                 False           False                                      False                                    False                                       False                                       True                                                   False                                      False                  False                    False                            False                                                  False                                         False                                   False                               False               False                             False                                          False                                         False                        False                                 False                                 False
               49            1                            5                                0                    2.0                     True              False              False             False                     True                      False                           False                 False                 False           False                                      False                                     True                                       False                                      False                                                   False                                      False                  False                    False                            False                                                  False                                         False                                   False                               False               False                             False                                          False                                         False                        False                                 False                                 False
                6            1                            3                                2                    0.0                     True              False              False             False                    False                       True                           False                 False                 False           False                                      False                                    False                                       False                                      False                                                   False                                       True                  False                    False                            False                                                  False                                         False                                   False                               False               False                             False                                          False                                         False                        False                                 False                                 False
                7            1                            4                                0                    1.0                     True              False              False             False                    False                       True                           False                 False                 False           False                                      False                                    False                                       False                                       True                                                   False                                      False                  False                    False                            False                                                  False                                         False                                   False                               False               False                             False                                          False                                         False                        False                                 False                                 False
               20            1                            1                                0                    0.0                     True              False              False             False                    False                      False                           False                 False                  True           False                                      False                                    False                                       False                                      False                                                   False                                      False                  False                    False                            False                                                  False                                         False                                   False                               False               False                             False                                          False                                         False                         True                                 False                                 False
               54            1                            1                                0                    2.0                    False               True              False             False                    False                      False                           False                 False                  True           False                                      False                                    False                                       False                                      False                                                   False                                      False                  False                    False                            False                                                   True                                         False                                   False                               False               False                             False                                          False                                         False                        False                                 False                                 False
                2            1                            1                                1                    3.0                     True              False              False             False                    False                      False                           False                 False                  True           False                                      False                                    False                                       False                                      False                                                   False                                      False                  False                    False                             True                                                  False                                         False                                   False                               False               False                             False                                          False                                         False                        False                                 False                                 False
               30            1                            0                                0                    0.0                     True              False              False             False                    False                      False                           False                  True                 False           False                                      False                                    False                                       False                                      False                                                   False                                      False                  False                     True                            False                                                  False                                         False                                   False                               False               False                             False                                          False                                         False                        False                                 False                                 False
               58            1                            1                                2                    1.0                     True              False              False             False                    False                       True                           False                 False                 False           False                                      False                                    False                                        True                                      False                                                   False                                      False                  False                    False                            False                                                  False                                         False                                   False                               False               False                             False                                          False                                         False                        False                                 False                                 False
